中国IPTV,#genre#
重庆卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000064000000308825/main.m3u8
云南卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000090000000215606/main.m3u8
云南卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000090000000215606/main.m3u8
河南卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000057000000208264/main.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
河南卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000057000000208264/main.m3u8
黑龙江卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000008000000047449/main.m3u8
黑龙江卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000008000000047449/main.m3u8
贵州卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000010000000040424/main.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
贵州卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000010000000040424/main.m3u8
河北卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000016000000007223/main.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河北卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000016000000007223/main.m3u8
吉林卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000057000000208223/main.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
吉林卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000057000000208223/main.m3u8
陕西卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000090000000215607/main.m3u8
陕西卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000090000000215607/main.m3u8
山西卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182271/main.m3u8
山西卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000000000000020000000000182271/main.m3u8
内蒙古卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000000000000020000000000182272/main.m3u8
内蒙古卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182272/main.m3u8
宁夏卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182273/main.m3u8
宁夏卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000000000000020000000000182273/main.m3u8
西藏卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000000000000020000000000182274/main.m3u8
西藏卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182274/main.m3u8
新疆卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182275/main.m3u8
新疆卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000000000000020000000000182275/main.m3u8
甘肃卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000050000000133802/main.m3u8
甘肃卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000050000000133802/main.m3u8
青海卫视,http://tvgslb.hn.chinamobile.com:8089/180000001001/00000001000000000090000000215609/main.m3u8
青海卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001001/00000001000000000090000000215609/main.m3u8
大湾区卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000000000000020000000000182538/main.m3u8
大湾区卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182538/main.m3u8
山东教育,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000016000000007227/main.m3u8
山东教育,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000016000000007227/main.m3u8
厦门卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000022000000381023/main.m3u8
厦门卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000022000000381023/main.m3u8
兵团卫视,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000022000000381024/main.m3u8
兵团卫视,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000022000000381024/main.m3u8



天元围棋,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000010000000040365/main.m3u8
天元围棋,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000010000000040365/main.m3u8
梨园,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000064000000308847/main.m3u8
梨园,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000064000000308847/main.m3u8
四海钓鱼,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000010000000040367/main.m3u8
四海钓鱼,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000010000000040367/main.m3u8
快乐垂钓,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000010000000040368/main.m3u8
快乐垂钓,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000010000000040368/main.m3u8
文物宝库,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000064000000308848/main.m3u8
文物宝库,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000064000000308848/main.m3u8
百姓健康,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000010000000040371/main.m3u8
百姓健康,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000010000000040371/main.m3u8
老故事,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000050000000448839/main.m3u8
老故事,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000050000000448839/main.m3u8
家庭理财,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000010000000040379/main.m3u8
家庭理财,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000010000000040379/main.m3u8
财富天下,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000010000000040380/main.m3u8
财富天下,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000010000000040380/main.m3u8
武术世界,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000064000000308859/main.m3u8
武术世界,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000064000000308859/main.m3u8
书画,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000050000000448843/main.m3u8
书画,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000050000000448843/main.m3u8
靓妆,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000064000000308865/main.m3u8
靓妆,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000064000000308865/main.m3u8
中华特产,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000050000000448845/main.m3u8
中华特产,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000050000000448845/main.m3u8
环球旅游,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000064000000308870/main.m3u8
环球旅游,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000064000000308870/main.m3u8
车迷,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000064000000308873/main.m3u8
车迷,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000064000000308873/main.m3u8
第一剧场,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244808/main.m3u8
第一剧场,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000091000000244808/main.m3u8
风云剧场,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000091000000244807/main.m3u8
风云剧场,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244807/main.m3u8
风云音乐,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244809/main.m3u8
风云音乐,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000091000000244809/main.m3u8
风云足球,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000091000000244800/main.m3u8
风云足球,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244800/main.m3u8
怀旧剧场,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244806/main.m3u8
怀旧剧场,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000091000000244806/main.m3u8
女性时尚,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000091000000244811/main.m3u8
女性时尚,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244811/main.m3u8
央视文化精品,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244810/main.m3u8
央视文化精品,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000091000000244810/main.m3u8
世界地理,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000091000000244805/main.m3u8
世界地理,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244805/main.m3u8
央视台球,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244803/main.m3u8
央视台球,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000091000000244803/main.m3u8
兵器科技,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000091000000244796/main.m3u8
兵器科技,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244796/main.m3u8
电视指南,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244797/main.m3u8
电视指南,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000091000000244797/main.m3u8
高尔夫网球,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000091000000244801/main.m3u8
高尔夫网球,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000091000000244801/main.m3u8
先锋乒羽,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182319/main.m3u8
先锋乒羽,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000000000000020000000000182319/main.m3u8
茶频道,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000003000000104063/main.m3u8
茶频道,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000003000000104063/main.m3u8


NewTV东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTv东北热剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
NewTv中国功夫,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
NewTV军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTv军事评论,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTv军旅剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTv农业致富,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTV动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTv动作电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTV家庭剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTV怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NewTV怡伴健康,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NewTV惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV惊悚悬疑,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV明星大片,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTv欢乐剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV武搏世界,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV海外世界,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV潮妈辣婆,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV爱情喜剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTV精品大剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTV精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NewTV精品纪录,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NewTV精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTV超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTv超级体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTv超级电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTv超级电视剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTv超级综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTv金牌综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTV精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTv精品萌宠,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTv哒啵赛事,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
NewTv黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
NewTv黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
减脂塑形,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
减脂塑形,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
哒啵赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
哒啵赛事,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/32212265675/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
咪咕视频,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕视频,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕视频,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕视频,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕视频,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕视频,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8

电影频道,#genre#
湖南电影,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000007000000001246/main.m3u8
湖南电影,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000007000000001246/main.m3u8
CCTV6,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000008000000047435/main.m3u8
CCTV6,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000008000000047435/main.m3u8
家庭影院,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000050000000448840/main.m3u8
家庭影院,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000050000000448840/main.m3u8
高清电影,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000050000000448841/main.m3u8
高清电影,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000050000000448841/main.m3u8
动作电影,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000050000000448842/main.m3u8
动作电影,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000050000000448842/main.m3u8

体育频道,#genre#
CCTV5,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000008000000047434/main.m3u8
CCTV5,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000008000000047434/main.m3u8
CCTV5+,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000008000000047442/main.m3u8
CCTV5+,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000008000000047442/main.m3u8
NewTV超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
黑龙江地方,#genre#
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
哈尔滨新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225745/index.m3u8
鹤岗新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
佳木斯新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
漠河综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226097/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8
哈尔滨娱乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225759/index.m3u8
哈尔滨影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225760/index.m3u8
哈尔滨生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225762/index.m3u8
哈尔滨都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225761/index.m3u8
伊春新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226416/index.m3u8
双鸭山公共,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
双鸭山新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226502/index.m3u8
大兴安岭新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226499/index.m3u8
大庆公共,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225767/index.m3u8
大庆公共,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226525/index.m3u8
大庆新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225768/index.m3u8
大庆新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226484/index.m3u8
鸡西公共,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226481/index.m3u8
鸡西新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226410/index.m3u8
鹤岗新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226496/index.m3u8
齐齐哈尔新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226413/index.m3u8
齐齐哈尔经济,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226493/index.m3u8
新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8
浙江地方,#genre#
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江公共,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江影视,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
中国蓝新闻,https://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
CEC,#genre#
CEC国际旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC国际教育,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC国际健康,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8
求索频道,#genre#
求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8
求索生活,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8
求索科学,http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8
求索纪录,http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8
华文电视,#genre#
华文一台,http://vvlive.eztv.vip:80/hwstnew/hwstnew.m3u8?auth_key=1710810797-0-0-e8083062bda511b313d1bad1b2703416
华文二台,http://vvlive.eztv.vip:80/hwetnew/hwetnew.m3u8?auth_key=1710810771-0-0-c5ce71079eaa4d245127b05375ae371f
华文六台,http://vvlive.eztv.vip:80/ctvsnew/ctvsnew.m3u8?auth_key=1710810919-0-0-50aa348ab0ba1386377aafc10877062f

港澳台,#genre#
凤凰中文,http://113.64.145.195:8081/hls/37/index.m3u8
凤凰中文,http://cdn8.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰资讯,http://113.64.145.195:8081/hls/36/index.m3u8
凤凰资讯,http://cdn8.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰香港,http://113.64.145.195:8081/hls/38/index.m3u8
凤凰香港,http://cdn8.jdshipin.com:8880/smt.php?id=hkphoenix_twn

动画专区,#genre#
金鹰卡通,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000007000000001247/main.m3u8
金鹰卡通,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000007000000001247/main.m3u8
CCTV14,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000008000000047441/main.m3u8
CCTV14,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000008000000047441/main.m3u8
NewTv黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
嘉佳卡通,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000022000000381025/main.m3u8
嘉佳卡通,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000022000000381025/main.m3u8
哈哈炫动,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182497/main.m3u8
哈哈炫动,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000000000000020000000000182497/main.m3u8
新动漫,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000050000000448837/main.m3u8
新动漫,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000050000000448837/main.m3u8
卡酷少儿,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000090000000215608/main.m3u8
卡酷少儿,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000090000000215608/main.m3u8
