中国IPTV,#genre#
优漫卡通,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000000000000020000000000182321/main.m3u8
优漫卡通,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182321/main.m3u8
优优宝贝,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000010000000040377/main.m3u8
优优宝贝,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000010000000040377/main.m3u8
教育专区,#genre#
CETV-1,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000000000000020000000000182305/main.m3u8
CETV-1,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000016000000007220/main.m3u8
CETV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000024000000361367/main.m3u8
CETV-2,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000024000000361367/main.m3u8
CETV-2,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000024000000361367/main.m3u8
CETV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV-4,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000024000000361368/main.m3u8
CETV-2,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000024000000361367/main.m3u8
CETV-4,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000024000000361368/main.m3u8
湖南教育,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000023000000196697/main.m3u8
湖南教育,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000023000000196697/main.m3u8
山东教育,http://gslbserv.taipan.hna.bcs.ottcn.com:8089/180000001002/00000001000000000016000000007227/main.m3u8
湖北地方,#genre#
十堰新闻,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
荆门公共,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
孝感公共,http://live.yingxi.tv/channel1/sd/live.m3u8
武汉新闻综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉电视剧,http://stream.appwuhan.com/2tzb/sd/live.m3u8
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8
武汉少儿,http://stream.appwuhan.com/7tzb/sd/live.m3u8
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
荆门公共,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
郧阳新闻综合,http://58.19.198.159:2021/hls1.m3u8
十堰新闻综合,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&tpid=868100086
十堰经济旅游,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8?zbid=351104&tpid=1550600621
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8
宜昌综合,https://yichang-live21.cjyun.org/10091/10091-yczh.m3u8?auth_key=1735660799-0-0-152a9f6a201d7d56428feae52d4b18b8
三峡旅游,https://yichang-live21.cjyun.org/10091/s10091-ycly.m3u8?auth_key=1735660799-0-0-3232283b7b347bb21b712ea8398761d1
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
麻城综合,http://119.36.30.199:8888/mctv1.m3u8
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8
池州综合,http://wjsp.chiznews.com:8037/live/xwzh.m3u8
池州生活,http://wjsp.chiznews.com:8037/live/wjsh.m3u8
扬州综合,https://cm-wshls.homecdn.com/live/8bb.m3u8
扬州城市,https://cm-wshls.homecdn.com/live/8bd.m3u8
扬州生活,https://cm-wshls.homecdn.com/live/8bf.m3u8
扬州邗江,https://cm-wshls.homecdn.com/live/8c3.m3u8

江苏地方,#genre#
江宁综合,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
苏州新闻,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
苏州经济,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
苏州生活,http://tylive.kan0512.com/norecord/norecord_csztv3.m3u8
苏州生活资讯,http://tylive.kan0512.com/norecord/norecord_csztv5.m3u8
扬州新闻,http://cm-wshls.homecdn.com/live/8bb.m3u8
扬州城市,http://cm-wshls.homecdn.com/live/8bd.m3u8
扬州生活,http://cm-wshls.homecdn.com/live/8bf.m3u8
扬州邗江,http://cm-wshls.homecdn.com/live/8c3.m3u8
无锡新闻,http://stream.thmz.com/wxtv1/playlist.m3u8?_upt=b27ac8431707368778
无锡都市道,http://stream.thmz.com/wxtv3/playlist.m3u8?_upt=f8565e4d1707369057
无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8?_upt=22c8ae641707368797
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8?_upt=2e07387a1707368071
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8?_upt=8c51357c1707362770
河北地方,#genre#
石家庄新闻,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u

云南地方,#genre#
云南娱乐yntv3,http://tvlive.ynradio.com/live/yunnanyule/chunks.m3u8
云南澜湄国际,http://tvlive.ynradio.com/live/yunnanguoji/chunks.m3u8
红河一套新闻,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
红河经济生活,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
红河县电视,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel3/playlist.m3u8
个旧电视,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel6/playlist.m3u8
屏边电视,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel5/playlist.m3u8
德宏公共,https://ali-play.lezhibo.com/lezhibo/e6a8b2ecf53b4ea4b0aef1e91d20cd51.m3u8
文山新闻,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
文山公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
砚山电视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel16/playlist.m3u8
西畴电视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel11/playlist.m3u8
麻栗坡电视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
广南电视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel19/playlist.m3u8
富宁电视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel13/playlist.m3u8
丘北电视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
西双版纳一套,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
西双版纳二套,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8

海南IPV6,#genre#
海南自贸,https://live3.hnntv.cn/srs/tv/jjpd.m3u8
海南新闻,https://live3.hnntv.cn/srs/tv/xwpd.m3u8
海南文旅,https://live3.hnntv.cn/srs/tv/wlpd.m3u8
海南少儿,https://live3.hnntv.cn/srs/tv/sepd.m3u8
海南公共,https://live3.hnntv.cn/srs/tv/ggpd.m3u8
三沙卫视,https://live3.hnntv.cn/srs/tv/ssws.m3u8
海口一套,http://124.225.35.97:16080/live/tv2401.m3u8
海口二套,http://124.225.35.97:16080/live/tv2402.m3u8
海口三套,http://124.225.35.97:16080/live/tv2403.m3u8
宁夏地方,#genre#
宁夏公共,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8
宁夏经济,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8
宁夏少儿,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8
宁夏影视,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8
青海都市,http://stream.qhbtv.com/qhds/playlist.m3u8
青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8
青海经视,http://stream.qhbtv.com/qhsh/playlist.m3u8
青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8
广西地方,#genre#
南宁新闻,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁都市,http://hls.nntv.cn/nnlive/WLSH_24.m3u8
南宁影视,https://hls.nntv.cn/nnlive/YSYL_24.m3u8
南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
隆安电视,https://hls.nntv.cn/nnlive/LATV_24.m3u8
宾阳电视,https://live.gxrb.com.cn/gx/binyang/index.m3u8
融水电视,https://live.gxrb.com.cn/gx/rongshui/index.m3u8
田东电视,https://live.gxrb.com.cn/gx/tiandong/index.m3u8
凌云电视,https://live.gxrb.com.cn/gx/lingyun/index.m3u8
靖西电视,https://live.gxrb.com.cn/gx/jingxi/index.m3u8
岑溪电视,https://live.gxrb.com.cn/gx/cenxi/index.m3u8
巴马电视,https://live.gxrb.com.cn/gx/bama/index.m3u8
都安电视,https://live.gxrb.com.cn/gx/duan/index.m3u8
天等电视,https://live.gxrb.com.cn/gx/tiandeng/index.m3u8
龙州电视,https://live.gxrb.com.cn/gx/longzhou/index.m3u8
北海新闻,https://live.gxrb.com.cn/gx/beihai/index.m3u8
无锡新闻综合,http://stream.thmz.com/wxtv1/playlist.m3u8
无锡都市资讯,http://stream.thmz.com/wxtv3/playlist.m3u8
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8
江西,#genre#
赣州新闻,http://wb.jxgztv.com/live/gztv1.flv
赣州公共,http://wb.jxgztv.com/live/gztv2.flv
赣州教育,http://wb.jxgztv.com/live/gztv3.flv
南昌新闻综合,http://live.cooltv.top/tv/nctv.php?id=1
南昌文旅,http://live.cooltv.top/tv/nctv.php?id=2
南昌资讯,http://live.cooltv.top/tv/nctv.php?id=3
上饶综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_shangrao1.m3u8
上饶经济,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_shangrao2.m3u8
上饶鄱阳,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8
上饶余干,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yugan.m3u8
新余新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd1.m3u8
新余公共,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd2.m3u8
新余教育,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd3.m3u8
井冈山综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_jgs.m3u8
都昌综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_duchang.m3u8
彭泽综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_pengze.m3u8
永修一套,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yongxiu.m3u8
庐山综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_lushan.m3u8
武宁综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_wuning.m3u8
万载综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_wanzai.m3u8
分宜综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_fenyi_tv.m3u8
鄱阳综合,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8
万载综合频道,http://live-echotv.cdnvideo.ru/echotv/echotv.sdp/playlist.m3u8



歌舞,#genre#
1,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240095359203.mp4
2,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239978750464.mp4
3,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239858729476.mp4
4,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239755956819.mp4
5,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239987758613.mp4
6,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239880949246.mp4
7,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239903717006.mp4
8,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239903321355.mp4
9,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239799872402.mp4
10,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239799088974.mp4
11,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240024786285.mp4
12,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240142715042.mp4
13,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240025046562.mp4
14,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240145171654.mp4
15,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240147051191.mp4
16,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239805200933.mp4
17,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239910253332.mp4
18,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239806164759.mp4
19,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239807872136.mp4
20,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240032526123.mp4
21,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239808028600.mp4
22,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240031614983.mp4
23,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240150331617.mp4
24,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239809100782.mp4
25,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240151167718.mp4
26,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240033362815.mp4
27,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240151167938.mp4
28,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240035466345.mp4
29,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239811800375.mp4
30,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239916285148.mp4
31,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239927589941.mp4
32,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239931661209.mp4
33,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240171579858.mp4
34,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239831144046.mp4
35,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240056530470.mp4
36,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239832040344.mp4
37,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240173879894.mp4
38,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240057078179.mp4
39,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239936685999.mp4
40,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240059018784.mp4
41,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239834324813.mp4
42,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239834716201.mp4
43,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239837532125.mp4
44,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240179867562.mp4
45,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240063650207.mp4
46,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240181243061.mp4
47,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240181363115.mp4
48,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239944465251.mp4
49,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240065122134.mp4
50,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239840536452.mp4
51,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240065838644.mp4
52,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239945877111.mp4
53,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240184339138.mp4
54,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239842640589.mp4
55,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240186067562.mp4
56,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240187071401.mp4
57,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240069974546.mp4
58,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240070346911.mp4
59,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240070818783.mp4
60,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239846692034.mp4
61,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239951329234.mp4
62,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240191295627.mp4
63,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240026585459.mp4
64,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240192067467.mp4
65,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239911732892.mp4
66,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240196491782.mp4
67,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239960909980.mp4
68,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240017737344.mp4
69,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240202339353.mp4
70,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240203243765.mp4
71,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240205555546.mp4
72,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239983417489.mp4
74,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240221687198.mp4
75,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240222023079.mp4
76,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240107150280.mp4
77,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240224523227.mp4
78,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239987569147.mp4
79,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240225803033.mp4
80,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239989445779.mp4
81,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240229579224.mp4
82,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239993533054.mp4
83,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239994225085.mp4
84,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239994741288.mp4
85,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239995197198.mp4
86,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240232939168.mp4
87,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239890536417.mp4
88,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239890568711.mp4
89,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240233783820.mp4
90,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239894180409.mp4
92,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239895496483.mp4
93,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240119938989.mp4
94,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240002397273.mp4
95,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240241527208.mp4
96,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239899840062.mp4
97,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240243499351.mp4
98,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240127638122.mp4
99,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240030505796.mp4
100,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240245283772.mp4
101,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240247623420.mp4
102,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240043672242.mp4
103,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240339124000.mp4
104,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240221702622.mp4
105,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239993732827.mp4
106,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239994460907.mp4
107,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240340899550.mp4
108,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239995692215.mp4
109,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240341971789.mp4
110,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239996664565.mp4
111,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240342839842.mp4
112,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240225254466.mp4
113,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240225226897.mp4
114,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239998000351.mp4
115,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240105989528.mp4
116,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/239998340711.mp4
117,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240106477140.mp4
118,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240107389699.mp4
119,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240345787129.mp4
120,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240227966801.mp4
121,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240228462625.mp4
122,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240108721427.mp4
123,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240001176191.mp4
125,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240001228776.mp4
126,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240109533631.mp4
127,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240347663598.mp4
128,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240001932458.mp4
129,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240002044738.mp4
130,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240111085001.mp4
131,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240350575186.mp4
132,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240350771160.mp4
133,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240113261859.mp4
134,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240352039996.mp4
135,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240236014123.mp4
136,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240008036293.mp4
137,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240354863286.mp4
138,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240008780109.mp4
139,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240009608741.mp4
140,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240379515679.mp4
141,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240262842385.mp4
142,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240264262344.mp4
143,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240384227055.mp4
145,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240267170778.mp4
146,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240386743317.mp4
147,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240268654616.mp4
148,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240387107547.mp4
149,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240150573492.mp4
150,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240388683474.mp4
151,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240270774376.mp4
152,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240151273206.mp4
153,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240389031565.mp4
154,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgr-2n9AUoqsakNg.mp4
155,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgz-qc4gUo4vj-tQY.mp4
156,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240162304531.mp4
157,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240167997205.mp4
158,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240059400880.mp4
159,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240407847242.mp4
160,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240062596020.mp4
161,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240170661907.mp4
162,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240411259014.mp4
163,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240174309994.mp4
164,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240175225325.mp4
165,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240066736888.mp4
166,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240175161903.mp4
167,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240295526170.mp4
